CÓDIGO DE PARADA;PARADA;COORENADA X;COORDENADA Y;LÍNEA-DESTINO;;
951;Calle José Garrote Tebar 4, esquina Calle Amadeo Arias;-4,756771;41,633872;9-Poligono San Cristóbal;;
951;Calle José Garrote Tebar 4, esquina Calle Amadeo Arias;-4,756771;41,633872;B3-Las Flores ;;
951;Calle José Garrote Tebar 4, esquina Calle Amadeo Arias;-4,756771;41,633872;C1-Parquesol;;
951;Calle José Garrote Tebar 4, esquina Calle Amadeo Arias;-4,756771;41,633872;M5-Plaza España ;;
951;Calle José Garrote Tebar 4, esquina Calle Amadeo Arias;-4,756771;41,633872;PSC1-Polígono San Cristóbal;;
709;Calle José María Lacort 6, esquina  Plaza España;-4,724014;41,649150;18-La Cistérniga;;
709;Calle José María Lacort 6, esquina  Plaza España;-4,724014;41,649150;3-Las Flores ;;
709;Calle José María Lacort 6, esquina  Plaza España;-4,724014;41,649150;E3-Los Santos Pilarica;;
709;Calle José María Lacort 6, esquina  Plaza España;-4,724014;41,649150;F3-Las Flores ;;
709;Calle José María Lacort 6, esquina  Plaza España;-4,724014;41,649150;P3-Polígono San Cristóbal;;
1320;Calle José Ramón del Sol, esquina  Avenida Segovia;-4,718354;41,629494;6-Delicias;;
1320;Calle José Ramón del Sol, esquina  Avenida Segovia;-4,718354;41,629494;H-Hospital Río Hortega;;
1314;Calle José Ramón del Sol, junto hospital Río Hortega;-4,713827;41,631419;6-La Victoria ;;
1314;Calle José Ramón del Sol, junto hospital Río Hortega;-4,713827;41,631419;H-Hospital Río Hortega;;
705;Calle Júpiter 7, esquina calle Neptuno;-4,736727;41,661921;10-Parquesol;;
705;Calle Júpiter 7, esquina calle Neptuno;-4,736727;41,661921;6-Delicias;;
705;Calle Júpiter 7, esquina calle Neptuno;-4,736727;41,661921;B2-Delicias;;
705;Calle Júpiter 7, esquina calle Neptuno;-4,736727;41,661921;C1-Parquesol;;
705;Calle Júpiter 7, esquina calle Neptuno;-4,736727;41,661921;M4-Plaza España ;;
705;Calle Júpiter 7, esquina calle Neptuno;-4,736727;41,661921;P3-Polígono San Cristóbal;;
705;Calle Júpiter 7, esquina calle Neptuno;-4,736727;41,661921;P6-Polígono Argales;;
1290;Calle Kilimanjaro 1, esquina calle Peñalara;-4,718967;41,617314;4-Duque de La Victoria ;;
1360;Calle Kilimanjaro 2;-4,718945;41,617059;4-Pinar de Jalón;;
1361;Calle Kilimanjaro 39;-4,715726;41,613489;4-Pinar de Jalón;;
755;Calle la Morena 3, Bloque 2;-4,742446;41,656826;6-Delicias;;
755;Calle la Morena 3, Bloque 2;-4,742446;41,656826;P6-Polígono Argales;;
754;Calle la Morena, edificio Antares;-4,742591;41,659785;6-Delicias;;
754;Calle la Morena, edificio Antares;-4,742591;41,659785;P6-Polígono Argales;;
973;Calle la Victoria, frente número 11;-4,732628;41,662896;6-La Victoria ;;
973;Calle la Victoria, frente número 11;-4,732628;41,662896;B2-La Victoria;;
973;Calle la Victoria, frente número 11;-4,732628;41,662896;C2-Parquesol ;;
706;Calle Labradores 1, esquina Plaza Cruz Verde;-4,720431;41,647895;7-Belén ;;
706;Calle Labradores 1, esquina Plaza Cruz Verde;-4,720431;41,647895;F4-Belén;;
707;Calle Labradores 38, junto túnel;-4,720751;41,645828;14-Polígono San Cristóbal;;
707;Calle Labradores 38, junto túnel;-4,720751;41,645828;6-Delicias;;
707;Calle Labradores 38, junto túnel;-4,720751;41,645828;9-Poligono San Cristóbal;;
707;Calle Labradores 38, junto túnel;-4,720751;41,645828;F2-Delicias;;
707;Calle Labradores 38, junto túnel;-4,720751;41,645828;P13-Polígono San Cristóbal;;
707;Calle Labradores 38, junto túnel;-4,720751;41,645828;P6-Polígono Argales;;
708;Calle Labradores 45, esquina calle Niña Guapa;-4,720629;41,645373;14-Plaza España;;
708;Calle Labradores 45, esquina calle Niña Guapa;-4,720629;41,645373;6-La Victoria ;;
708;Calle Labradores 45, esquina calle Niña Guapa;-4,720629;41,645373;9-Parquesol ;;
708;Calle Labradores 45, esquina calle Niña Guapa;-4,720629;41,645373;F2-Estadio;;
717;Calle López Gómez 13, esquina calle Fray Luis de León;-4,723276;41,650823;18-La Cistérniga;;
717;Calle López Gómez 13, esquina calle Fray Luis de León;-4,723276;41,650823;3-Las Flores ;;
717;Calle López Gómez 13, esquina calle Fray Luis de León;-4,723276;41,650823;6-Delicias;;
717;Calle López Gómez 13, esquina calle Fray Luis de León;-4,723276;41,650823;B2-Delicias;;
717;Calle López Gómez 13, esquina calle Fray Luis de León;-4,723276;41,650823;B5-Duque de La Victoria ;;
717;Calle López Gómez 13, esquina calle Fray Luis de León;-4,723276;41,650823;E3-Los Santos Pilarica;;
717;Calle López Gómez 13, esquina calle Fray Luis de León;-4,723276;41,650823;F2-Delicias;;
717;Calle López Gómez 13, esquina calle Fray Luis de León;-4,723276;41,650823;F3-Las Flores ;;
717;Calle López Gómez 13, esquina calle Fray Luis de León;-4,723276;41,650823;F4-Belén;;
717;Calle López Gómez 13, esquina calle Fray Luis de León;-4,723276;41,650823;M4-Plaza España ;;
717;Calle López Gómez 13, esquina calle Fray Luis de León;-4,723276;41,650823;M5-Plaza España ;;
717;Calle López Gómez 13, esquina calle Fray Luis de León;-4,723276;41,650823;P3-Polígono San Cristóbal;;
717;Calle López Gómez 13, esquina calle Fray Luis de León;-4,723276;41,650823;P6-Polígono Argales;;
1006;Calle Lucio Zumel, esquina  Carretera de Soria;-4,688725;41,613342;18-La Overuela;;
1006;Calle Lucio Zumel, esquina  Carretera de Soria;-4,688725;41,613342;19-Plaza España;;
1006;Calle Lucio Zumel, esquina  Carretera de Soria;-4,688725;41,613342;B5-La Cistérniga;;
1006;Calle Lucio Zumel, esquina  Carretera de Soria;-4,688725;41,613342;M7-Duque de La Victoria ;;
722;Calle Madre de Dios 15;-4,716040;41,658718;8-Parquesol ;;
722;Calle Madre de Dios 15;-4,716040;41,658718;B3-Parquesol ;;
722;Calle Madre de Dios 15;-4,716040;41,658718;F5-Estadio;;
722;Calle Madre de Dios 15;-4,716040;41,658718;M6-Plaza Mayor;;
723;Calle Madre de Dios 20, Facultad de Empresariales;-4,714389;41,659287;8-Belén ;;
723;Calle Madre de Dios 20, Facultad de Empresariales;-4,714389;41,659287;F5-Belén;;
724;Calle Madre de Dios 29, frente Facultad de Empresariales;-4,714306;41,659471;8-Parquesol ;;
724;Calle Madre de Dios 29, frente Facultad de Empresariales;-4,714306;41,659471;F5-Estadio;;
1192;Calle Málaga, esquina calle Bilbao;-4,714935;41,644248;B2-La Victoria;;
1192;Calle Málaga, esquina calle Bilbao;-4,714935;41,644248;M3-Plaza Mayor;;
1192;Calle Málaga, esquina calle Bilbao;-4,714935;41,644248;PSC2-Polígono San Cristóbal;;
1118;Calle Manuel Azaña 24, frente Calle Juan García Hortelano;-4,767487;41,636733;10-Parquesol;;
1118;Calle Manuel Azaña 24, frente Calle Juan García Hortelano;-4,767487;41,636733;9-Parquesol ;;
1118;Calle Manuel Azaña 24, frente Calle Juan García Hortelano;-4,767487;41,636733;B3-Parquesol ;;
1118;Calle Manuel Azaña 24, frente Calle Juan García Hortelano;-4,767487;41,636733;PSC3-Parquesol;;
1110;Calle Manuel Azaña 37;-4,762381;41,636318;9-Poligono San Cristóbal;;
1110;Calle Manuel Azaña 37;-4,762381;41,636318;B3-Las Flores ;;
1110;Calle Manuel Azaña 37;-4,762381;41,636318;M5-Plaza España ;;
1110;Calle Manuel Azaña 37;-4,762381;41,636318;PSC1-Polígono San Cristóbal;;
1119;Calle Manuel Azaña 56;-4,761918;41,636028;10-Parquesol;;
1119;Calle Manuel Azaña 56;-4,761918;41,636028;9-Parquesol ;;
1119;Calle Manuel Azaña 56;-4,761918;41,636028;B3-Parquesol ;;
1119;Calle Manuel Azaña 56;-4,761918;41,636028;PSC3-Parquesol;;
1113;Calle Manuel Azaña, esquina Calle Juan García Hortelano;-4,766303;41,636429;9-Poligono San Cristóbal;;
1113;Calle Manuel Azaña, esquina Calle Juan García Hortelano;-4,766303;41,636429;B3-Las Flores ;;
1113;Calle Manuel Azaña, esquina Calle Juan García Hortelano;-4,766303;41,636429;M5-Plaza España ;;
1113;Calle Manuel Azaña, esquina Calle Juan García Hortelano;-4,766303;41,636429;PSC1-Polígono San Cristóbal;;
1300;Calle Manuel López Antolí, esquina calle Comuneros;-4,738344;41,663763;10-La Victoria;;
1188;Calle María de Molina 18;-4,730468;41,649688;3-Girón;;
1188;Calle María de Molina 18;-4,730468;41,649688;4-Pinar de Jalón;;
1188;Calle María de Molina 18;-4,730468;41,649688;6-La Victoria ;;
1188;Calle María de Molina 18;-4,730468;41,649688;8-Parquesol ;;
1188;Calle María de Molina 18;-4,730468;41,649688;B1-Covaresa;;
1188;Calle María de Molina 18;-4,730468;41,649688;B2-La Victoria;;
1188;Calle María de Molina 18;-4,730468;41,649688;B3-Parquesol ;;
1188;Calle María de Molina 18;-4,730468;41,649688;F2-Estadio;;
1188;Calle María de Molina 18;-4,730468;41,649688;F3-Estadio;;
1188;Calle María de Molina 18;-4,730468;41,649688;F4-Estadio;;
1188;Calle María de Molina 18;-4,730468;41,649688;F5-Estadio ;;
750;Calle María de Molina, esquina Plaza Zorrilla;-4,730077;41,648446;1-Covaresa;;
750;Calle María de Molina, esquina Plaza Zorrilla;-4,730077;41,648446;B4-Camino Viejo Simancas;;
750;Calle María de Molina, esquina Plaza Zorrilla;-4,730077;41,648446;P1-Rubia ;;
1262;Calle Martín Santos Romero 140;-4,772157;41,634274;10-La Victoria;;
1261;Calle Martín Santos Romero 60;-4,771613;41,637799;10-La Victoria;;
1277;Calle Martín Santos Romero, Campo José Luis Saso;-4,769025;41,639901;10-La Victoria;;
1270;Calle Martín Santos Romero, esquina calle Siervas de Jesús;-4,766607;41,632670;10-Parquesol;;
1263;Calle Martín Santos Romero, frente calle Siervas de Jesús;-4,766681;41,632339;10-La Victoria;;
1278;Calle Martín Santos Romero, frente Campo José Luis Saso;-4,768950;41,639621;10-Parquesol;;
1271;Calle Martín Santos Romero, frente número 140;-4,772157;41,634523;10-Parquesol;;
1276;Calle Martín Santos Romero, frente número 60;-4,771500;41,637743;10-Parquesol;;
749;Calle Mieses 40;-4,744722;41,653264;3-Las Flores ;;
749;Calle Mieses 40;-4,744722;41,653264;C1-Parquesol;;
749;Calle Mieses 40;-4,744722;41,653264;P3-Polígono San Cristóbal;;
1247;Calle Mieses, esquina calle Barbecho;-4,747112;41,650595;C2-Parquesol ;;
1248;Calle Mieses, esquina Calle Monasterio de Stª María Retuerta;-4,747472;41,650702;C1-Parquesol;;
747;Calle Mieses, frente número 16;-4,740700;41,659398;6-La Victoria ;;
744;Calle Mieses, frente número 40;-4,744419;41,653183;3-Girón;;
744;Calle Mieses, frente número 40;-4,744419;41,653183;C2-Parquesol ;;
663;Calle Miguel Delibes 19 B, esquina calle Unamuno;-4,753012;41,610737;15-Plaza Circular ;;
663;Calle Miguel Delibes 19 B, esquina calle Unamuno;-4,753012;41,610737;2-Covaresa;;
663;Calle Miguel Delibes 19 B, esquina calle Unamuno;-4,753012;41,610737;B1-Covaresa;;
663;Calle Miguel Delibes 19 B, esquina calle Unamuno;-4,753012;41,610737;P2-Covaresa;;
664;Calle Miguel Delibes 40, esquina calle Unamuno;-4,753091;41,610623;15-Puente Duero;;
664;Calle Miguel Delibes 40, esquina calle Unamuno;-4,753091;41,610623;2-Barrio España;;
664;Calle Miguel Delibes 40, esquina calle Unamuno;-4,753091;41,610623;B1-San Pedro Regalado;;
664;Calle Miguel Delibes 40, esquina calle Unamuno;-4,753091;41,610623;M1-Fuente Dorada;;
1208;Calle Miguel Ruiz de Temiño, esquina Paseo  Juan Carlos I;-4,719300;41,632895;9-Poligono San Cristóbal;;
1208;Calle Miguel Ruiz de Temiño, esquina Paseo  Juan Carlos I;-4,719300;41,632895;B2-Delicias;;
1208;Calle Miguel Ruiz de Temiño, esquina Paseo  Juan Carlos I;-4,719300;41,632895;F2-Delicias;;
1207;Calle Miguel Ruiz de Temiño, esquina Paseo de Juan Carlos I sentido Centro;-4,719263;41,633035;9-Parquesol ;;
1207;Calle Miguel Ruiz de Temiño, esquina Paseo de Juan Carlos I sentido Centro;-4,719263;41,633035;B2-La Victoria;;
1207;Calle Miguel Ruiz de Temiño, esquina Paseo de Juan Carlos I sentido Centro;-4,719263;41,633035;F2-Estadio;;
1207;Calle Miguel Ruiz de Temiño, esquina Paseo de Juan Carlos I sentido Centro;-4,719263;41,633035;M3-Plaza Mayor;;
1256;Calle Monasterio de Yuste 28, frente Calle Monasterio San Lorenzo de El Escorial;-4,749977;41,645732;8-Parquesol ;;
1256;Calle Monasterio de Yuste 28, frente Calle Monasterio San Lorenzo de El Escorial;-4,749977;41,645732;B3-Parquesol ;;
1255;Calle Monasterio de Yuste, frente número 28 esquina Calle Monasterio San Lorenzo de El Escorial;-4,750088;41,645623;8-Belén ;;
1255;Calle Monasterio de Yuste, frente número 28 esquina Calle Monasterio San Lorenzo de El Escorial;-4,750088;41,645623;B3-Las Flores ;;
1255;Calle Monasterio de Yuste, frente número 28 esquina Calle Monasterio San Lorenzo de El Escorial;-4,750088;41,645623;M5-Plaza España ;;
1257;Calle Monasterio San Lorenzo de El Escorial, C.C. Miguel Delibes;-4,755938;41,643152;8-Parquesol ;;
1257;Calle Monasterio San Lorenzo de El Escorial, C.C. Miguel Delibes;-4,755938;41,643152;B3-Parquesol ;;
1257;Calle Monasterio San Lorenzo de El Escorial, C.C. Miguel Delibes;-4,755938;41,643152;C1-Parquesol;;
1249;Calle Monasterio San Lorenzo de El Escorial, esquina calle Monasterio de Yuste;-4,749228;41,647123;C2-Parquesol ;;
1250;Calle Monasterio San Lorenzo de El Escorial, esquina calle San Esteban de Gormaz;-4,749646;41,647100;C1-Parquesol;;
1258;Calle Monasterio San Lorenzo de El Escorial, frente C.C. Miguel Delibes;-4,754824;41,643515;8-Belén;;
1258;Calle Monasterio San Lorenzo de El Escorial, frente C.C. Miguel Delibes;-4,754824;41,643515;B3-Las Flores ;;
1258;Calle Monasterio San Lorenzo de El Escorial, frente C.C. Miguel Delibes;-4,754824;41,643515;C2-Parquesol ;;
1258;Calle Monasterio San Lorenzo de El Escorial, frente C.C. Miguel Delibes;-4,754824;41,643515;M5-Plaza España ;;
1253;Calle Monasterio Santo Domingo de Silos 5, esquina Calle Monasterio S. María Montserrat;-4,746740;41,645792;8-Belén ;;
1253;Calle Monasterio Santo Domingo de Silos 5, esquina Calle Monasterio S. María Montserrat;-4,746740;41,645792;B3-Las Flores ;;
1253;Calle Monasterio Santo Domingo de Silos 5, esquina Calle Monasterio S. María Montserrat;-4,746740;41,645792;M5-Plaza España ;;
1251;Calle Monasterio Santo Domingo de Silos, Cortes Castilla y León;-4,743275;41,644562;8-Belén ;;
1251;Calle Monasterio Santo Domingo de Silos, Cortes Castilla y León;-4,743275;41,644562;B3-Las Flores ;;
1251;Calle Monasterio Santo Domingo de Silos, Cortes Castilla y León;-4,743275;41,644562;M5-Plaza España ;;
1252;Calle Monasterio Santo Domingo de Silos, esquina Avenida Salamanca;-4,743113;41,644780;8-Parquesol ;;
1252;Calle Monasterio Santo Domingo de Silos, esquina Avenida Salamanca;-4,743113;41,644780;B3-Parquesol ;;
1254;Calle Monasterio Santo Domingo de Silos, frente número 5 esquina Calle Montserrat;-4,746831;41,645682;8-Parquesol ;;
1254;Calle Monasterio Santo Domingo de Silos, frente número 5 esquina Calle Montserrat;-4,746831;41,645682;B3-Parquesol ;;
751;Calle Moradas 21, esquina calle Cardenal Cisneros;-4,722049;41,660962;2-Covaresa;;
751;Calle Moradas 21, esquina calle Cardenal Cisneros;-4,722049;41,660962;C1-Parquesol;;
751;Calle Moradas 21, esquina calle Cardenal Cisneros;-4,722049;41,660962;F6-Estadio;;
751;Calle Moradas 21, esquina calle Cardenal Cisneros;-4,722049;41,660962;P2-Covaresa;;
752;Calle Moradas 31, esquina calle Nebrija;-4,720048;41,662753;2-Covaresa;;
752;Calle Moradas 31, esquina calle Nebrija;-4,720048;41,662753;B1-Covaresa;;
752;Calle Moradas 31, esquina calle Nebrija;-4,720048;41,662753;C1-Parquesol;;
752;Calle Moradas 31, esquina calle Nebrija;-4,720048;41,662753;F6-Estadio;;
752;Calle Moradas 31, esquina calle Nebrija;-4,720048;41,662753;M2-Plaza Mayor;;
752;Calle Moradas 31, esquina calle Nebrija;-4,720048;41,662753;P2-Covaresa;;
1353;Calle Nebulosa esquina Calle Cosmología;-4,700165;41,656938;E3-Duque de la Victoria;;
1357;Calle Nebulosa esquina Calle Universo;-4,699232;41,657002;E3-Los Santos Pilarica;;
871;Calle Nicolás Salmerón 19, esquina calle Labradores;-4,720144;41,646089;18-La Overuela ;;
871;Calle Nicolás Salmerón 19, esquina calle Labradores;-4,720144;41,646089;19-Plaza España;;
871;Calle Nicolás Salmerón 19, esquina calle Labradores;-4,720144;41,646089;3-Girón  ;;
871;Calle Nicolás Salmerón 19, esquina calle Labradores;-4,720144;41,646089;B2-La Victoria;;
871;Calle Nicolás Salmerón 19, esquina calle Labradores;-4,720144;41,646089;B5-La Cistérniga;;
871;Calle Nicolás Salmerón 19, esquina calle Labradores;-4,720144;41,646089;E3-Duque de la Victoria;;
871;Calle Nicolás Salmerón 19, esquina calle Labradores;-4,720144;41,646089;F3-Estadio;;
871;Calle Nicolás Salmerón 19, esquina calle Labradores;-4,720144;41,646089;M3-Plaza Mayor;;
871;Calle Nicolás Salmerón 19, esquina calle Labradores;-4,720144;41,646089;M7-Duque de La Victoria ;;
763;Calle Nochevieja, esquina Calle Nueva del Carmen;-4,708419;41,655550;7-Belén ;;
763;Calle Nochevieja, esquina Calle Nueva del Carmen;-4,708419;41,655550;B3-Las Flores ;;
763;Calle Nochevieja, esquina Calle Nueva del Carmen;-4,708419;41,655550;F4-Estadio;;
763;Calle Nochevieja, esquina Calle Nueva del Carmen;-4,708419;41,655550;P7-Polígono Argales;;
762;Calle Nochevieja, frente Escuela Ingeniero Industriales;-4,710661;41,656406;B3-Las Flores ;;
765;Calle Nueva del Carmen 3C;-4,709492;41,653617;7-Arturo Eyries;;
765;Calle Nueva del Carmen 3C;-4,709492;41,653617;B3-Las Flores ;;
765;Calle Nueva del Carmen 3C;-4,709492;41,653617;F4-Estadio;;
765;Calle Nueva del Carmen 3C;-4,709492;41,653617;P7-Polígono Argales;;
1310;Calle Oro 4;-4,697319;41,619986;19-Plaza España;;
1309;Calle Oro, frente número 4;-4,697172;41,619756;19-La Cistérniga;;
554;Calle Padre Benito Menni, esquina Caamaño;-4,724271;41,629007;4-Pinar de Jalón;;
554;Calle Padre Benito Menni, esquina Caamaño;-4,724271;41,629007;C1-Parquesol;;
554;Calle Padre Benito Menni, esquina Caamaño;-4,724271;41,629007;H-Hospital Río Hortega;;
554;Calle Padre Benito Menni, esquina Caamaño;-4,724271;41,629007;PSC1-Polígono San Cristóbal;;
1287;Calle Padre Benito Menni, frente número 6, esquina Caamaño;-4,725718;41,629203;4-Duque de La Victoria ;;
1287;Calle Padre Benito Menni, frente número 6, esquina Caamaño;-4,725718;41,629203;H-Paseo Zorrilla 71 ;;
781;Calle Panaderos 2, esquina Plaza España;-4,724327;41,648588;6-Delicias;;
781;Calle Panaderos 2, esquina Plaza España;-4,724327;41,648588;9-Poligono San Cristóbal;;
781;Calle Panaderos 2, esquina Plaza España;-4,724327;41,648588;B2-Delicias;;
781;Calle Panaderos 2, esquina Plaza España;-4,724327;41,648588;B5-Duque de La Victoria ;;
781;Calle Panaderos 2, esquina Plaza España;-4,724327;41,648588;F2-Delicias;;
781;Calle Panaderos 2, esquina Plaza España;-4,724327;41,648588;F4-Belén;;
781;Calle Panaderos 2, esquina Plaza España;-4,724327;41,648588;M4-Plaza España ;;
781;Calle Panaderos 2, esquina Plaza España;-4,724327;41,648588;P6-Polígono Argales;;
791;Calle Páramo San Isidro 1;-4,705521;41,640673;18-La Overuela;;
791;Calle Páramo San Isidro 1;-4,705521;41,640673;B5-La Cistérniga;;
792;Calle Páramo San Isidro 15;-4,704229;41,638582;18-La Overuela;;
792;Calle Páramo San Isidro 15;-4,704229;41,638582;B5-La Cistérniga;;
790;Calle Páramo San Isidro 39;-4,705443;41,634465;18-La Overuela;;
790;Calle Páramo San Isidro 39;-4,705443;41,634465;B5-La Cistérniga;;
793;Calle Páramo San Isidro, esquina carretera de Soria;-4,703706;41,635902;18-La Overuela;;
793;Calle Páramo San Isidro, esquina carretera de Soria;-4,703706;41,635902;B5-La Cistérniga;;
787;Calle Páramo San Isidro, frente número 1;-4,705662;41,640674;18-La Cistérniga;;
787;Calle Páramo San Isidro, frente número 1;-4,705662;41,640674;B5-Duque de La Victoria ;;
788;Calle Páramo San Isidro, frente número 17;-4,704298;41,638379;18-La Cistérniga;;
788;Calle Páramo San Isidro, frente número 17;-4,704298;41,638379;B5-Duque de La Victoria ;;
789;Calle Páramo San Isidro, frente número 38;-4,703832;41,635827;18-La Cistérniga;;
789;Calle Páramo San Isidro, frente número 38;-4,703832;41,635827;B5-Duque de La Victoria ;;
1090;Calle Peseta, esquina Avenida Burgos;-4,724449;41,671082;18-La Overuela;;
1091;Calle Peseta, junto a Punto Limpio;-4,724368;41,671253;18-La Cistérniga;;
583;Calle Pío Baroja 14, esquina calle Miguel Delibes;-4,754529;41,611723;15-Puente Duero;;
584;Calle Pío Baroja 28, esquina calle Miguel Delibes;-4,755037;41,611040;2-Covaresa;;
584;Calle Pío Baroja 28, esquina calle Miguel Delibes;-4,755037;41,611040;B1-Covaresa;;
584;Calle Pío Baroja 28, esquina calle Miguel Delibes;-4,755037;41,611040;P2-Covaresa;;
585;Calle Pío Baroja 37, esquina calle Miguel Delibes;-4,754803;41,611142;2-Barrio España;;
585;Calle Pío Baroja 37, esquina calle Miguel Delibes;-4,754803;41,611142;B1-San Pedro Regalado;;
585;Calle Pío Baroja 37, esquina calle Miguel Delibes;-4,754803;41,611142;M1-Fuente Dorada;;
586;Calle Pío Baroja 9, iglesia San Simón de Rojas;-4,753692;41,612595;15-Plaza Circular ;;
847;Calle Pío del Río Hortega 3;-4,740419;41,651737;10-La Victoria;;
847;Calle Pío del Río Hortega 3;-4,740419;41,651737;B2-La Victoria;;
1142;Calle Pío del Río Hortega 6, esquina calle Rigoberto Cortejoso;-4,739738;41,653604;10-Parquesol;;
786;Calle Pirita 10, Resopal;-4,706032;41,623206;17-Polígono San Cristóbal;;
786;Calle Pirita 10, Resopal;-4,706032;41,623206;19-La Cistérniga;;
786;Calle Pirita 10, Resopal;-4,706032;41,623206;9-Poligono San Cristóbal;;
786;Calle Pirita 10, Resopal;-4,706032;41,623206;P3-Polígono San Cristóbal;;
786;Calle Pirita 10, Resopal;-4,706032;41,623206;PSC2-Polígono San Cristóbal;;
1311;Calle Pirita 67;-4,702845;41,619594;19-Plaza España;;
1311;Calle Pirita 67;-4,702845;41,619594;9-Parquesol ;;
785;Calle Pirita Parcela 221, esquina Calle Aluminio;-4,705841;41,623297;17-Rondilla;;
785;Calle Pirita Parcela 221, esquina Calle Aluminio;-4,705841;41,623297;19-Plaza España;;
785;Calle Pirita Parcela 221, esquina Calle Aluminio;-4,705841;41,623297;9-Parquesol ;;
785;Calle Pirita Parcela 221, esquina Calle Aluminio;-4,705841;41,623297;P13-Polígono San Cristóbal;;
785;Calle Pirita Parcela 221, esquina Calle Aluminio;-4,705841;41,623297;PSC1-Polígono San Cristóbal;;
1316;Calle Pirita, esquina Calle Esmeralda;-4,708581;41,626256;17-Polígono San Cristóbal;;
1316;Calle Pirita, esquina Calle Esmeralda;-4,708581;41,626256;19-La Cistérniga;;
1316;Calle Pirita, esquina Calle Esmeralda;-4,708581;41,626256;9-Poligono San Cristóbal;;
1316;Calle Pirita, esquina Calle Esmeralda;-4,708581;41,626256;P3-Polígono San Cristóbal;;
1316;Calle Pirita, esquina Calle Esmeralda;-4,708581;41,626256;PSC2-Polígono San Cristóbal;;
1315;Calle Pirita, frente Calle Esmeralda;-4,708259;41,626377;17-Rondilla;;
1315;Calle Pirita, frente Calle Esmeralda;-4,708259;41,626377;19-Plaza España;;
1315;Calle Pirita, frente Calle Esmeralda;-4,708259;41,626377;9-Parquesol ;;
1312;Calle Pirita, frente número 67;-4,703114;41,619471;19-La Cistérniga;;
1312;Calle Pirita, frente número 67;-4,703114;41,619471;9-Poligono San Cristóbal;;
1364;Calle Plata 41A, junto Gasolinera;-4,706123;41,617588;9-Poligono San Cristóbal;;
1340;Calle Plata 43;-4,707275;41,616936;14-Plaza España;;
1341;Calle Plata 58, esquina calle Galena;-4,706903;41,617277;14-Polígono San Cristóbal;;
1327;Calle Plomo 1;-4,704819;41,610717;14-Polígono San Cristóbal;;
1327;Calle Plomo 1;-4,704819;41,610717;17-Polígono San Cristóbal;;
1327;Calle Plomo 1;-4,704819;41,610717;P3-Polígono San Cristóbal;;
1327;Calle Plomo 1;-4,704819;41,610717;PSC2-Polígono San Cristóbal;;
1328;Calle Plomo 2;-4,705117;41,610936;14-Plaza España;;
1328;Calle Plomo 2;-4,705117;41,610936;17-Rondilla;;
1073;Calle Portillo Balboa, frente número 60 esquina calle Amor de Dios;-4,718308;41,663542;2-Covaresa;;
1073;Calle Portillo Balboa, frente número 60 esquina calle Amor de Dios;-4,718308;41,663542;P2-Covaresa;;
1216;Calle Príncipe Igor, esquina calle Flauta Mágica;-4,734333;41,686661;12-Fuente Berrocal;;
1216;Calle Príncipe Igor, esquina calle Flauta Mágica;-4,734333;41,686661;25-Fuente Berrocal ;;
649;Calle Puente Colgante 1, frente Estación de Autobuses;-4,731126;41,641103;16-Plaza España ;;
649;Calle Puente Colgante 1, frente Estación de Autobuses;-4,731126;41,641103;2-Barrio España;;
649;Calle Puente Colgante 1, frente Estación de Autobuses;-4,731126;41,641103;9-Poligono San Cristóbal;;
649;Calle Puente Colgante 1, frente Estación de Autobuses;-4,731126;41,641103;B1-San Pedro Regalado;;
649;Calle Puente Colgante 1, frente Estación de Autobuses;-4,731126;41,641103;F1-Estación Autobuses;;
649;Calle Puente Colgante 1, frente Estación de Autobuses;-4,731126;41,641103;M1-Fuente Dorada;;
649;Calle Puente Colgante 1, frente Estación de Autobuses;-4,731126;41,641103;P13-Polígono San Cristóbal;;
653;Calle Puente Colgante 18, esquina calle Gabilondo;-4,734837;41,641006;16-Colegio San Juan de Dios;;
653;Calle Puente Colgante 18, esquina calle Gabilondo;-4,734837;41,641006;2-Covaresa;;
653;Calle Puente Colgante 18, esquina calle Gabilondo;-4,734837;41,641006;9-Parquesol ;;
653;Calle Puente Colgante 18, esquina calle Gabilondo;-4,734837;41,641006;B1-Covaresa;;
653;Calle Puente Colgante 18, esquina calle Gabilondo;-4,734837;41,641006;F1-Estadio;;
653;Calle Puente Colgante 18, esquina calle Gabilondo;-4,734837;41,641006;P2-Covaresa;;
651;Calle Puente Colgante 2, Estación de Autobuses;-4,732134;41,641156;16-Colegio San Juan de Dios;;
651;Calle Puente Colgante 2, Estación de Autobuses;-4,732134;41,641156;2-Covaresa;;
651;Calle Puente Colgante 2, Estación de Autobuses;-4,732134;41,641156;9-Parquesol ;;
651;Calle Puente Colgante 2, Estación de Autobuses;-4,732134;41,641156;B1-Covaresa;;
651;Calle Puente Colgante 2, Estación de Autobuses;-4,732134;41,641156;F1-Estadio;;
651;Calle Puente Colgante 2, Estación de Autobuses;-4,732134;41,641156;P2-Covaresa;;
1347;Calle Puente Colgante 47;-4,736602;41,640752;16-Plaza España ;;
1347;Calle Puente Colgante 47;-4,736602;41,640752;2-Barrio España;;
1347;Calle Puente Colgante 47;-4,736602;41,640752;9-Poligono San Cristóbal;;
1347;Calle Puente Colgante 47;-4,736602;41,640752;B1-San Pedro Regalado;;
